,count,mean,std,min,1%,5%,25%,50%,75%,95%,99%,max
temperature,9960.0,28.503532962413825,0.494241159974258,27.507849932393984,27.819655167959773,27.949242602116623,28.179505886683717,28.356793311314718,28.63310113776526,29.531004880777484,29.999368780478232,30.4529436351814
vibration,9931.0,2.494521651420519,0.7397978848036048,0.8576313209666295,1.9895343323897272,2.029627720597209,2.098791356489949,2.1913333217802564,2.7545207366020708,3.525688662022324,6.998378069495136,7.250235403037489
current,9952.0,11.717173626412293,6.832082964213064,2.4736545283227582,2.681460020796965,2.880102715683658,5.3586925739299405,11.37643391815717,17.11084263277823,24.918109559330574,29.048934891699794,31.82536063523204
rpm,9939.0,1795.8622296466997,3.2424436504245246,1784.9970736941625,1788.642809455145,1790.6471704022485,1793.6593017506966,1795.7985939046257,1797.9558291305239,1801.1833371358348,1803.9352314209896,1810.362785106688
