motor_id,rows,start_time,end_time,mean_health,min_health
0,2000,28853,30852,0.9617517384913777,0.9326362838193174
1,2000,28853,30852,0.8096754933958812,0.0
2,2000,28853,30852,0.9605732135258005,0.9360269112023208
3,2000,28853,30852,0.8177578741185056,0.0
4,2000,28853,30852,0.5895109814418292,0.0
